Time,User full name,Affected user,Event context,Component,Event name,Description,Origin,IP address
"22/09/25, 16:03:16",User_3406e1fb,User_a9d623bd,Assignment: Task 3: CSS,Assignment,The status of the submission has been viewed.,The user with id '240' has viewed the submission status page for the assignment with course module id '3182'.,web,123.243.46.2
"22/09/25, 16:03:15",User_3406e1fb,User_a9d623bd,Assignment: Task 3: CSS,Assignment,Course module viewed,The user with id '240' viewed the 'assign' activity with course module id '3182'.,web,123.243.46.2
"22/09/25, 16:03:15",User_3406e1fb,User_a9d623bd,Assignment: Task 3: CSS,Assignment,A submission has been submitted.,The user with id '240' has submitted the submission with id '12936' for the assignment with course module id '3182'.,web,123.243.46.2
"22/09/25, 16:03:14",User_3406e1fb,User_3406e1fb,Assignment: Task 3: CSS,System,Course activity completion updated,The user with id '240' updated the completion state for the course module with id '3182' for the user with id '240'.,web,123.243.46.2
"22/09/25, 16:03:14",User_3406e1fb,User_3406e1fb,Assignment: Task 3: CSS,File submissions,Submission created.,The user with id '240' created a file submission and uploaded '2' file/s in the assignment with course module id '3182'.,web,123.243.46.2
"22/09/25, 16:03:14",User_3406e1fb,User_a9d623bd,Assignment: Task 3: CSS,File submissions,A file has been uploaded.,The user with id '240' has uploaded a file to the submission with id '12936' in the assignment activity with course module id '3182'.,web,123.243.46.2
"22/09/25, 16:03:14",User_3406e1fb,User_a9d623bd,Assignment: Task 3: CSS,Assignment,Course module viewed,The user with id '240' viewed the 'assign' activity with course module id '3182'.,web,123.243.46.2
"22/09/25, 16:01:47",User_3406e1fb,User_3406e1fb,Assignment: Task 3: CSS,Assignment,Submission form viewed.,The user with id '240' viewed their submission for the assignment with course module id '3182'.,web,123.243.46.2
"22/09/25, 16:01:47",User_3406e1fb,User_a9d623bd,Assignment: Task 3: CSS,Assignment,Course module viewed,The user with id '240' viewed the 'assign' activity with course module id '3182'.,web,123.243.46.2
"22/09/25, 15:53:00",User_c285a351,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '179' has viewed the submission status page for the assignment with course module id '3114'.,web,123.243.46.2
"22/09/25, 15:53:00",User_c285a351,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '179' viewed the 'assign' activity with course module id '3114'.,web,123.243.46.2
"22/09/25, 15:52:50",User_28a5839c,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '204' has viewed the submission status page for the assignment with course module id '3114'.,web,123.243.46.2
"22/09/25, 15:52:50",User_28a5839c,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '204' viewed the 'assign' activity with course module id '3114'.,web,123.243.46.2
"22/09/25, 15:48:44",User_260b4f71,User_a9d623bd,File: Assessment 2 description,File,Course module viewed,The user with id '192' viewed the 'resource' activity with course module id '2886'.,web,103.108.169.185
"22/09/25, 15:48:20",User_260b4f71,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '192' viewed the section number '12' of the course with id '83'.,web,103.108.169.185
"22/09/25, 15:48:20",User_260b4f71,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Section viewed,The user with id '192' viewed the section with id '1125'.,web,103.108.169.185
"22/09/25, 15:48:04",User_260b4f71,User_a9d623bd,Assignment: Task 1: Design,Assignment,The status of the submission has been viewed.,The user with id '192' has viewed the submission status page for the assignment with course module id '2995'.,web,103.108.169.185
"22/09/25, 15:48:03",User_260b4f71,User_a9d623bd,Assignment: Task 1: Design,Assignment,Course module viewed,The user with id '192' viewed the 'assign' activity with course module id '2995'.,web,103.108.169.185
"22/09/25, 15:47:41",User_260b4f71,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '192' has viewed the submission status page for the assignment with course module id '3114'.,web,103.108.169.185
"22/09/25, 15:47:41",User_260b4f71,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '192' viewed the 'assign' activity with course module id '3114'.,web,103.108.169.185
"22/09/25, 15:47:33",User_260b4f71,User_a9d623bd,Assignment: Task 3: CSS,Assignment,The status of the submission has been viewed.,The user with id '192' has viewed the submission status page for the assignment with course module id '3182'.,web,103.108.169.185
"22/09/25, 15:47:33",User_260b4f71,User_a9d623bd,Assignment: Task 3: CSS,Assignment,Course module viewed,The user with id '192' viewed the 'assign' activity with course module id '3182'.,web,103.108.169.185
"22/09/25, 15:47:30",User_260b4f71,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '192' viewed the section number '4' of the course with id '83'.,web,103.108.169.185
"22/09/25, 15:47:24",User_260b4f71,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '192' viewed the course with id '83'.,web,103.108.169.185
"22/09/25, 15:41:59",User_784fc2f0,User_a9d623bd,Assignment: Task 1: Design,Assignment,The status of the submission has been viewed.,The user with id '228' has viewed the submission status page for the assignment with course module id '2995'.,web,123.243.46.2
"22/09/25, 15:41:58",User_784fc2f0,User_a9d623bd,Assignment: Task 1: Design,Assignment,Course module viewed,The user with id '228' viewed the 'assign' activity with course module id '2995'.,web,123.243.46.2
"22/09/25, 15:21:18",User_c285a351,User_a9d623bd,Assignment: Task 1: Design,Assignment,The status of the submission has been viewed.,The user with id '179' has viewed the submission status page for the assignment with course module id '2995'.,web,123.243.46.2
"22/09/25, 15:21:18",User_c285a351,User_a9d623bd,Assignment: Task 1: Design,Assignment,Course module viewed,The user with id '179' viewed the 'assign' activity with course module id '2995'.,web,123.243.46.2
"22/09/25, 15:21:17",User_c285a351,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '179' viewed the section number '2' of the course with id '83'.,web,123.243.46.2
"22/09/25, 15:21:12",User_c285a351,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '179' viewed the section number '4' of the course with id '83'.,web,123.243.46.2
"22/09/25, 15:21:12",User_c285a351,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '179' viewed the course with id '83'.,web,123.243.46.2
"22/09/25, 15:19:59",User_c285a351,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '179' has viewed the submission status page for the assignment with course module id '3114'.,web,123.243.46.2
"22/09/25, 15:19:59",User_c285a351,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '179' viewed the 'assign' activity with course module id '3114'.,web,123.243.46.2
"22/09/25, 15:19:48",User_c285a351,User_a9d623bd,Quiz: AT1.Quiz2,Quiz,Course module viewed,The user with id '179' viewed the 'quiz' activity with course module id '2850'.,web,123.243.46.2
"22/09/25, 15:19:44",User_c285a351,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '179' has viewed the submission status page for the assignment with course module id '3114'.,web,123.243.46.2
"22/09/25, 15:19:43",User_c285a351,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '179' viewed the 'assign' activity with course module id '3114'.,web,123.243.46.2
"22/09/25, 15:19:36",User_c285a351,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '179' viewed the section number '4' of the course with id '83'.,web,123.243.46.2
"22/09/25, 15:19:35",User_c285a351,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Section viewed,The user with id '179' viewed the section with id '1117'.,web,123.243.46.2
"22/09/25, 15:19:32",User_c285a351,User_a9d623bd,Book: HTML & CSS: Part I,Book,Chapter viewed,The user with id '179' viewed the chapter with id '5142' for the book with course module id '3110'.,web,123.243.46.2
"22/09/25, 15:19:32",User_c285a351,User_a9d623bd,Book: HTML & CSS: Part I,Book,Course module viewed,The user with id '179' viewed the 'book' activity with course module id '3110'.,web,123.243.46.2
"22/09/25, 15:19:30",User_c285a351,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '179' viewed the section number '4' of the course with id '83'.,web,123.243.46.2
"22/09/25, 15:19:29",User_c285a351,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Section viewed,The user with id '179' viewed the section with id '1117'.,web,123.243.46.2
"22/09/25, 15:19:22",User_c285a351,User_a9d623bd,Assignment: Task 3: CSS,Assignment,The status of the submission has been viewed.,The user with id '179' has viewed the submission status page for the assignment with course module id '3182'.,web,123.243.46.2
"22/09/25, 15:19:21",User_c285a351,User_a9d623bd,Assignment: Task 3: CSS,Assignment,Course module viewed,The user with id '179' viewed the 'assign' activity with course module id '3182'.,web,123.243.46.2
"22/09/25, 15:19:21",User_c285a351,User_a9d623bd,Assignment: Task 3: CSS,Assignment,A submission has been submitted.,The user with id '179' has submitted the submission with id '12946' for the assignment with course module id '3182'.,web,123.243.46.2
"22/09/25, 15:19:21",User_c285a351,User_c285a351,Assignment: Task 3: CSS,System,Course activity completion updated,The user with id '179' updated the completion state for the course module with id '3182' for the user with id '179'.,web,123.243.46.2
"22/09/25, 15:19:21",User_c285a351,User_c285a351,Assignment: Task 3: CSS,File submissions,Submission created.,The user with id '179' created a file submission and uploaded '1' file/s in the assignment with course module id '3182'.,web,123.243.46.2
"22/09/25, 15:19:20",User_c285a351,User_a9d623bd,Assignment: Task 3: CSS,File submissions,A file has been uploaded.,The user with id '179' has uploaded a file to the submission with id '12946' in the assignment activity with course module id '3182'.,web,123.243.46.2
"22/09/25, 15:19:20",User_c285a351,User_a9d623bd,Assignment: Task 3: CSS,Assignment,Course module viewed,The user with id '179' viewed the 'assign' activity with course module id '3182'.,web,123.243.46.2
"22/09/25, 15:18:50",User_28a5839c,User_a9d623bd,Assignment: Task 1: Design,Assignment,The status of the submission has been viewed.,The user with id '204' has viewed the submission status page for the assignment with course module id '2995'.,web,123.243.46.2
"22/09/25, 15:18:50",User_28a5839c,User_a9d623bd,Assignment: Task 1: Design,Assignment,Course module viewed,The user with id '204' viewed the 'assign' activity with course module id '2995'.,web,123.243.46.2
"22/09/25, 15:18:35",User_28a5839c,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '204' has viewed the submission status page for the assignment with course module id '3114'.,web,123.243.46.2
"22/09/25, 15:18:35",User_28a5839c,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '204' viewed the 'assign' activity with course module id '3114'.,web,123.243.46.2
"22/09/25, 15:18:27",User_28a5839c,User_a9d623bd,Quiz: AT1.Quiz2,Quiz,Course module viewed,The user with id '204' viewed the 'quiz' activity with course module id '2850'.,web,123.243.46.2
"22/09/25, 15:18:22",User_28a5839c,User_a9d623bd,Quiz: AT1.Quiz2,Quiz,Course module viewed,The user with id '204' viewed the 'quiz' activity with course module id '2850'.,web,123.243.46.2
"22/09/25, 15:18:08",User_28a5839c,User_a9d623bd,Assignment: Task 3: CSS,Assignment,The status of the submission has been viewed.,The user with id '204' has viewed the submission status page for the assignment with course module id '3182'.,web,123.243.46.2
"22/09/25, 15:18:07",User_28a5839c,User_a9d623bd,Assignment: Task 3: CSS,Assignment,Course module viewed,The user with id '204' viewed the 'assign' activity with course module id '3182'.,web,123.243.46.2
"22/09/25, 15:18:07",User_28a5839c,User_a9d623bd,Assignment: Task 3: CSS,Assignment,A submission has been submitted.,The user with id '204' has submitted the submission with id '12956' for the assignment with course module id '3182'.,web,123.243.46.2
"22/09/25, 15:18:02",User_c285a351,User_c285a351,Assignment: Task 3: CSS,Assignment,Submission form viewed.,The user with id '179' viewed their submission for the assignment with course module id '3182'.,web,123.243.46.2
"22/09/25, 15:18:01",User_c285a351,User_a9d623bd,Assignment: Task 3: CSS,Assignment,Course module viewed,The user with id '179' viewed the 'assign' activity with course module id '3182'.,web,123.243.46.2
"22/09/25, 15:17:57",User_28a5839c,User_28a5839c,Assignment: Task 3: CSS,System,Course activity completion updated,The user with id '204' updated the completion state for the course module with id '3182' for the user with id '204'.,web,123.243.46.2
"22/09/25, 15:17:57",User_28a5839c,User_28a5839c,Assignment: Task 3: CSS,File submissions,Submission created.,The user with id '204' created a file submission and uploaded '1' file/s in the assignment with course module id '3182'.,web,123.243.46.2
"22/09/25, 15:17:57",User_28a5839c,User_a9d623bd,Assignment: Task 3: CSS,File submissions,A file has been uploaded.,The user with id '204' has uploaded a file to the submission with id '12956' in the assignment activity with course module id '3182'.,web,123.243.46.2
